,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2016/10/01,0.06829765545361875,0.013251783893985729,0.027522935779816515,0.0030581039755351682,0.09378185524974515,0.16411824668705402,0.0020387359836901123,0.0020387359836901123,0.004077471967380225,0.07135575942915393,0.0417940876656473,0.026503567787971458,0.1712538226299694,0.0030581039755351682,0.1620795107033639,0.026503567787971458,0.026503567787971458,0.060142711518858305,0.020387359836901122,0.012232415902140673
2016/11/01,0.05626326963906582,0.014861995753715499,0.020169851380042462,0.028662420382165606,0.08280254777070063,0.1624203821656051,0.0,0.006369426751592357,0.005307855626326964,0.05201698513800425,0.044585987261146494,0.022292993630573247,0.17197452229299362,0.0031847133757961785,0.15817409766454352,0.037154989384288746,0.020169851380042462,0.08492569002123142,0.01910828025477707,0.009554140127388535
2016/12/01,0.06974128233970754,0.0044994375703037125,0.03712035995500562,0.010123734533183352,0.08886389201349831,0.19460067491563554,0.0011248593925759281,0.003374578177727784,0.010123734533183352,0.06299212598425197,0.05061867266591676,0.05511811023622047,0.08211473565804274,0.0011248593925759281,0.16647919010123735,0.015748031496062992,0.03937007874015748,0.07761529808773904,0.015748031496062992,0.013498312710911136
2017/01/01,0.06875425459496257,0.008168822328114363,0.008849557522123894,0.006126616746085773,0.08236895847515316,0.1824370319945541,0.0013614703880190605,0.007488087134104833,0.009530292716133424,0.04833219877467665,0.16746085772634445,0.06330837304288632,0.07896528250510551,0.0020422055820285907,0.15180394826412524,0.016337644656228726,0.015656909462219197,0.057862491490810075,0.012253233492171545,0.010891763104152484
2017/02/01,0.0643910007757952,0.0062063615205585725,0.013188518231186967,0.009309542280837859,0.08223429014740109,0.09930178432893716,0.01008533747090768,0.015515903801396431,0.010861132660977503,0.055857253685027156,0.11792086889061287,0.04034134988363072,0.10861132660977502,0.0023273855702094647,0.22110162916989914,0.019394879751745538,0.022498060512024826,0.05818463925523662,0.030256012412723042,0.012412723041117145
2017/03/01,0.08717310087173101,0.0037359900373599006,0.009962640099626401,0.0112079701120797,0.08468244084682441,0.16064757160647572,0.0024906600249066002,0.0037359900373599006,0.007471980074719801,0.052303860523038606,0.08468244084682441,0.014943960149439602,0.07347447073474471,0.0024906600249066002,0.2590286425902864,0.014943960149439602,0.033623910336239106,0.048567870485678705,0.034869240348692404,0.009962640099626401
2017/04/01,0.06826801517067003,0.0037926675094816687,0.012642225031605562,0.011378002528445006,0.10872313527180784,0.1276864728192162,0.0025284450063211127,0.006321112515802781,0.007585335018963337,0.09608091024020228,0.04424778761061947,0.012642225031605562,0.07206068268015171,0.0,0.2629582806573957,0.011378002528445006,0.021491782553729456,0.09355246523388117,0.02402022756005057,0.012642225031605562
2017/05/01,0.07720144752714113,0.006031363088057901,0.019300361881785282,0.006031363088057901,0.09529553679131483,0.16646562123039807,0.0,0.006031363088057901,0.010856453558504222,0.09650180940892641,0.04342581423401689,0.015681544028950542,0.06996381182147166,0.0024125452352231603,0.22677925211097708,0.010856453558504222,0.024125452352231604,0.09167671893848009,0.020506634499396863,0.010856453558504222
2017/06/01,0.08244994110718493,0.009422850412249705,0.011778563015312132,0.01884570082449941,0.13191990577149587,0.14605418138987045,0.0,0.005889281507656066,0.004711425206124852,0.08244994110718493,0.024734982332155476,0.008244994110718492,0.07773851590106007,0.0035335689045936395,0.21908127208480566,0.0176678445229682,0.045936395759717315,0.07773851590106007,0.028268551236749116,0.0035335689045936395
2017/07/01,0.07793427230046948,0.004694835680751174,0.018779342723004695,0.011267605633802818,0.10234741784037558,0.1596244131455399,0.0,0.005633802816901409,0.01596244131455399,0.08169014084507042,0.024413145539906103,0.010328638497652582,0.107981220657277,0.0018779342723004694,0.19436619718309858,0.027230046948356807,0.03568075117370892,0.09577464788732394,0.011267605633802818,0.013145539906103286
2017/08/01,0.06253948199620973,0.005685407454200884,0.029058749210360075,0.007580543272267846,0.10612760581174985,0.17308907138344914,0.0012634238787113076,0.00505369551484523,0.010739102969046115,0.09222994314592546,0.03853442830069488,0.013265950726468731,0.11560328490208464,0.002526847757422615,0.1945672773215414,0.01958307012002527,0.034112444725205304,0.06696146557169931,0.017056222362602652,0.004421983575489577
2017/09/01,0.07443820224719101,0.0028089887640449437,0.03300561797752809,0.008426966292134831,0.09691011235955056,0.16292134831460675,0.0007022471910112359,0.0049157303370786515,0.009831460674157303,0.07373595505617977,0.03581460674157303,0.023174157303370788,0.14887640449438203,0.0028089887640449437,0.18328651685393257,0.023876404494382022,0.02598314606741573,0.054775280898876406,0.021769662921348316,0.011938202247191011
2017/10/01,0.06324900133155792,0.009986684420772303,0.015312916111850865,0.005326231691078562,0.10252996005326231,0.16644474034620507,0.0006657789613848203,0.005326231691078562,0.009320905459387484,0.07456724367509987,0.045938748335552594,0.019973368841544607,0.17243675099866845,0.0019973368841544607,0.15446071904127828,0.02663115845539281,0.02996005326231691,0.06790945406125166,0.016644474034620507,0.011318242343541944
2017/11/01,0.05650102110279102,0.014295439074200136,0.014295439074200136,0.007488087134104833,0.089857045609258,0.16746085772634445,0.0,0.008849557522123894,0.010211027910142955,0.06943498978897208,0.05922396187882913,0.02722940776038121,0.1572498298162015,0.0013614703880190605,0.15997277059223963,0.021783526208304968,0.029952348536419333,0.07079646017699115,0.017699115044247787,0.016337644656228726
2017/12/01,0.06206896551724138,0.008275862068965517,0.031724137931034485,0.005517241379310344,0.0896551724137931,0.19310344827586207,0.001379310344827586,0.004827586206896552,0.007586206896551724,0.06758620689655172,0.05724137931034483,0.04,0.08620689655172414,0.002758620689655172,0.1820689655172414,0.01793103448275862,0.036551724137931035,0.06758620689655172,0.02620689655172414,0.011724137931034483
2018/01/01,0.06288478452066842,0.005716798592788039,0.014951627088830254,0.012313104661389622,0.0743183817062445,0.1644678979771328,0.0008795074758135445,0.00395778364116095,0.007036059806508356,0.04925241864555849,0.158311345646438,0.06684256816182937,0.09146877748460862,0.0013192612137203166,0.16754617414248021,0.016270888302550572,0.024626209322779244,0.051890941072999124,0.016710642040457344,0.009234828496042216
2018/02/01,0.06666666666666667,0.008888888888888889,0.02074074074074074,0.012592592592592593,0.09777777777777778,0.11407407407407408,0.005185185185185185,0.014814814814814815,0.0044444444444444444,0.02962962962962963,0.1325925925925926,0.023703703703703703,0.08444444444444445,0.0,0.24444444444444444,0.017037037037037038,0.03111111111111111,0.03777777777777778,0.03851851851851852,0.015555555555555555
2018/03/01,0.09896432681242807,0.009205983889528193,0.02761795166858458,0.01611047180667434,0.09090909090909091,0.10586881472957423,0.0034522439585730723,0.010356731875719217,0.0034522439585730723,0.05523590333716916,0.07940161104718067,0.00805523590333717,0.05063291139240506,0.0011507479861910242,0.24971231300345226,0.01380897583429229,0.05523590333716916,0.06098964326812428,0.03452243958573072,0.02531645569620253
