,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2015/04/01,0.07793764988009592,0.002398081534772182,0.0035971223021582736,0.0035971223021582736,0.12470023980815348,0.17386091127098321,0.001199040767386091,0.009592326139088728,0.015587529976019185,0.09712230215827339,0.03117505995203837,0.01079136690647482,0.06354916067146282,0.001199040767386091,0.22182254196642687,0.02038369304556355,0.02038369304556355,0.09352517985611511,0.017985611510791366,0.009592326139088728
2015/05/01,0.07397622192866579,0.001321003963011889,0.009247027741083224,0.007926023778071334,0.12945838837516513,0.190224570673712,0.001321003963011889,0.001321003963011889,0.005284015852047556,0.0845442536327609,0.022457067371202115,0.015852047556142668,0.08190224570673713,0.002642007926023778,0.20343461030383092,0.017173051519154558,0.026420079260237782,0.0845442536327609,0.02509907529722589,0.015852047556142668
2015/06/01,0.0890937019969278,0.016897081413210446,0.018433179723502304,0.0030721966205837174,0.13671274961597543,0.15360983102918588,0.0030721966205837174,0.0030721966205837174,0.013824884792626729,0.07987711213517665,0.021505376344086023,0.015360983102918587,0.08294930875576037,0.0,0.21505376344086022,0.016897081413210446,0.019969278033794162,0.07834101382488479,0.02304147465437788,0.009216589861751152
2015/07/01,0.07681365576102418,0.004267425320056899,0.00995732574679943,0.002844950213371266,0.1465149359886202,0.1507823613086771,0.001422475106685633,0.004267425320056899,0.017069701280227598,0.07965860597439545,0.025604551920341393,0.011379800853485065,0.10810810810810811,0.001422475106685633,0.2019914651493599,0.021337126600284494,0.031294452347083924,0.07823613086770982,0.015647226173541962,0.011379800853485065
2015/08/01,0.0562874251497006,0.008383233532934131,0.010778443113772455,0.004790419161676647,0.11017964071856287,0.1664670658682635,0.0011976047904191617,0.008383233532934131,0.009580838323353293,0.10538922155688622,0.031137724550898204,0.011976047904191617,0.11497005988023952,0.0023952095808383233,0.2275449101796407,0.02874251497005988,0.017964071856287425,0.06706586826347305,0.009580838323353293,0.00718562874251497
2015/09/01,0.09036860879904875,0.009512485136741973,0.01070154577883472,0.0023781212841854932,0.1117717003567182,0.1724137931034483,0.0011890606420927466,0.005945303210463734,0.0047562425683709865,0.08085612366230678,0.03804994054696789,0.019024970273483946,0.14863258026159334,0.0,0.1581450653983353,0.027348394768133173,0.020214030915576695,0.06896551724137931,0.011890606420927468,0.0178359096313912
2015/10/01,0.057432432432432436,0.0033783783783783786,0.010135135135135136,0.0022522522522522522,0.11373873873873874,0.17004504504504506,0.0011261261261261261,0.00563063063063063,0.010135135135135136,0.07545045045045046,0.039414414414414414,0.02252252252252252,0.15315315315315314,0.0033783783783783786,0.17792792792792791,0.02702702702702703,0.024774774774774775,0.07882882882882883,0.01463963963963964,0.009009009009009009
2015/11/01,0.07073170731707316,0.00853658536585366,0.00853658536585366,0.007317073170731708,0.12439024390243902,0.16463414634146342,0.0,0.007317073170731708,0.007317073170731708,0.06707317073170732,0.06341463414634146,0.024390243902439025,0.16463414634146342,0.0012195121951219512,0.16097560975609757,0.015853658536585366,0.00853658536585366,0.07439024390243902,0.012195121951219513,0.00853658536585366
2015/12/01,0.07193396226415094,0.008254716981132075,0.014150943396226415,0.0047169811320754715,0.10141509433962265,0.21462264150943397,0.0,0.003537735849056604,0.008254716981132075,0.08254716981132075,0.07193396226415094,0.031839622641509434,0.09551886792452831,0.0023584905660377358,0.14268867924528303,0.018867924528301886,0.012971698113207548,0.07665094339622641,0.02122641509433962,0.01650943396226415
2016/01/01,0.06908831908831908,0.008547008547008548,0.007834757834757835,0.004985754985754986,0.0933048433048433,0.18518518518518517,0.0007122507122507123,0.00641025641025641,0.00641025641025641,0.04700854700854701,0.14886039886039887,0.07193732193732194,0.0868945868945869,0.0007122507122507123,0.14102564102564102,0.02207977207977208,0.013532763532763533,0.05698005698005698,0.01566951566951567,0.01282051282051282
2016/02/01,0.059314954051796154,0.003341687552213868,0.015873015873015872,0.00835421888053467,0.09523809523809523,0.12030075187969924,0.007518796992481203,0.017543859649122806,0.006683375104427736,0.045112781954887216,0.11194653299916457,0.026733500417710943,0.0960735171261487,0.002506265664160401,0.22305764411027568,0.02172096908939014,0.026733500417710943,0.061821219715956555,0.03842940685045948,0.011695906432748537
2016/03/01,0.07575757575757576,0.006628787878787879,0.015151515151515152,0.001893939393939394,0.10037878787878787,0.14204545454545456,0.003787878787878788,0.013257575757575758,0.006628787878787879,0.0634469696969697,0.06818181818181818,0.016098484848484848,0.05965909090909091,0.000946969696969697,0.2537878787878788,0.015151515151515152,0.028409090909090908,0.08238636363636363,0.027462121212121212,0.01893939393939394
2016/04/01,0.09185185185185185,0.005925925925925926,0.014814814814814815,0.005925925925925926,0.10074074074074074,0.17777777777777778,0.0,0.0044444444444444444,0.0044444444444444444,0.11555555555555555,0.022222222222222223,0.013333333333333334,0.08296296296296296,0.0,0.2088888888888889,0.008888888888888889,0.025185185185185185,0.09481481481481481,0.011851851851851851,0.01037037037037037
2016/05/01,0.07894736842105263,0.008771929824561403,0.011695906432748537,0.0014619883040935672,0.11403508771929824,0.16374269005847952,0.0014619883040935672,0.0043859649122807015,0.005847953216374269,0.09941520467836257,0.03508771929824561,0.011695906432748537,0.0804093567251462,0.0,0.1871345029239766,0.019005847953216373,0.023391812865497075,0.097953216374269,0.033625730994152045,0.021929824561403508
2016/06/01,0.071875,0.0046875,0.0140625,0.0,0.1515625,0.134375,0.0015625,0.003125,0.0140625,0.1078125,0.01875,0.0125,0.084375,0.0015625,0.221875,0.009375,0.0265625,0.0828125,0.0296875,0.009375
2016/07/01,0.07001321003963012,0.009247027741083224,0.023778071334214,0.009247027741083224,0.12813738441215325,0.16512549537648613,0.0,0.005284015852047556,0.021136063408190225,0.10171730515191546,0.02906208718626156,0.003963011889035667,0.10039630118890357,0.001321003963011889,0.19418758256274768,0.022457067371202115,0.022457067371202115,0.071334214002642,0.010568031704095112,0.010568031704095112
2016/08/01,0.06576402321083172,0.006769825918762089,0.010638297872340425,0.012572533849129593,0.11605415860735009,0.15860735009671179,0.0,0.006769825918762089,0.01160541586073501,0.11411992263056092,0.022243713733075435,0.013539651837524178,0.1276595744680851,0.0019342359767891683,0.17504835589941972,0.02611218568665377,0.030947775628626693,0.07543520309477757,0.0183752417794971,0.005802707930367505
2016/09/01,0.07385229540918163,0.008982035928143712,0.010978043912175649,0.006986027944111776,0.09580838323353294,0.16766467065868262,0.000998003992015968,0.00998003992015968,0.006986027944111776,0.06986027944111776,0.038922155688622756,0.02594810379241517,0.16666666666666666,0.00499001996007984,0.16367265469061876,0.028942115768463075,0.013972055888223553,0.07584830339321358,0.015968063872255488,0.012974051896207584
